fileName,fileSize,processedAt,extractionMethod,device,sport,startTime,totalTime
6KkCj6P7YOVJblVEaNsbruAENfLioM5Irdj3JeuB_fixed.fit,64902,2025-10-13T03:52:08.614Z,fit-sdk-full,Unknown Manufacturer (garmin) (Product: 3570),Unknown Sport (cycling),2025-09-30T16:19:37.000Z,
