totalDistance,duration,avgSpeed,maxSpeed,totalCalories,avgHeartRate,maxHeartRate,avgPower,maxPower,avgCadence,maxCadence,elevationGain,temperature
20.868669999999998,2547,29.494799999999998,42.4152,367,161,180,144,172,67,80,42,
