timestamp,start_time,sport,sub_sport,total_elapsed_time,total_timer_time,total_distance,total_calories,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,avg_power,max_power,total_ascent,num_laps,enhanced_avg_speed,UUID_0_0,Title_0_1,CurrentRouteId_0_2,IsEvent_0_3
2025-09-30T16:19:37.000Z,2025-09-30T16:19:37.000Z,cycling,virtual_activity,2547.000,2547.000,20868.67,367,161,180,67,80,144,172,42,10,8.193,0FC6,AhaLi⴨啯捡-䴠e⴨堭睡ㄴR牡aꏟ,24,0
